portal_id	gwas_source_category	legacy_trait_group	trait_group	phenotype	phenotype_name	description	trait_type	is_dichotomous	is_complex	pigean_id	mapping_count	target_id	target_label	target_ontology	mapping_predicate	confidence	mapping_justification	source
KPN.TRAIT:0001222	portal	RENAL	renal	ESRDvNonESRD_DM	End-stage renal disease (ESRD) vs. no ESRD in diabetes	End-stage renal disease (ESRD) vs. no ESRD in diabetes	stratified	1	true		2	MESH:D003920	Diabetes Mellitus	MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
KPN.TRAIT:0001222	portal	RENAL	renal	ESRDvNonESRD_DM	End-stage renal disease (ESRD) vs. no ESRD in diabetes	End-stage renal disease (ESRD) vs. no ESRD in diabetes	stratified	1	true		2	EFO:0001444	measurement	EFO	skos:broadMatch	0.7	manual_curation	broad EFO parent assignment by display_group
KPN.TRAIT:0001223	portal	RENAL	renal	ESRDvNonESRD_T1D	End-stage renal disease (ESRD) vs. no ESRD in type 1 diabetes	End-stage renal disease (ESRD) vs. no ESRD in type 1 diabetes	stratified	1	true		2	MESH:D003922	Diabetes Mellitus, Type 1	MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
KPN.TRAIT:0001223	portal	RENAL	renal	ESRDvNonESRD_T1D	End-stage renal disease (ESRD) vs. no ESRD in type 1 diabetes	End-stage renal disease (ESRD) vs. no ESRD in type 1 diabetes	stratified	1	true		2	EFO:0001444	measurement	EFO	skos:broadMatch	0.7	manual_curation	broad EFO parent assignment by display_group
KPN.TRAIT:0001224	portal	RENAL	renal	ESRDvNonESRDadjHbA1cBMI	End-stage renal disease (ESRD) vs. no ESRD adj HbA1c-BMI	End-stage renal disease (ESRD) vs. no ESRD adj HbA1c-BMI	adjusted	1	false		3	MESH:D007676	Kidney Failure, Chronic	MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
KPN.TRAIT:0001224	portal	RENAL	renal	ESRDvNonESRDadjHbA1cBMI	End-stage renal disease (ESRD) vs. no ESRD adj HbA1c-BMI	End-stage renal disease (ESRD) vs. no ESRD adj HbA1c-BMI	adjusted	1	false		3	EFO:0009909	stage 5 chronic kidney disease	EFO	skos:broadMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
KPN.TRAIT:0001224	portal	RENAL	renal	ESRDvNonESRDadjHbA1cBMI	End-stage renal disease (ESRD) vs. no ESRD adj HbA1c-BMI	End-stage renal disease (ESRD) vs. no ESRD adj HbA1c-BMI	adjusted	1	false		3	HP:0003774	Stage 5 chronic kidney disease	HP	skos:closeMatch	0.6	cross_reference	xref via EFO:0009909
KPN.TRAIT:0001225	portal	RENAL	renal	ESRDvNonESRDadjHbA1cBMI_T1D	End-stage renal disease (ESRD) vs. no ESRD adj HbA1c-BMI in type 1 diabetes	End-stage renal disease (ESRD) vs. no ESRD adj HbA1c-BMI in type 1 diabetes	adjusted	1	true		2	MESH:D003922	Diabetes Mellitus, Type 1	MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
KPN.TRAIT:0001225	portal	RENAL	renal	ESRDvNonESRDadjHbA1cBMI_T1D	End-stage renal disease (ESRD) vs. no ESRD adj HbA1c-BMI in type 1 diabetes	End-stage renal disease (ESRD) vs. no ESRD adj HbA1c-BMI in type 1 diabetes	adjusted	1	true		2	EFO:0001444	measurement	EFO	skos:broadMatch	0.7	manual_curation	broad EFO parent assignment by display_group
KPN.TRAIT:0001226	portal	RENAL	renal	ESRDvNonESRDinT2D	End-stage renal disease vs. no ESRD in type 2 diabetes (T2D)	End-stage renal disease vs. no ESRD in type 2 diabetes (T2D)	stratified	1	true		2	MESH:D003924	Diabetes Mellitus, Type 2	MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
KPN.TRAIT:0001226	portal	RENAL	renal	ESRDvNonESRDinT2D	End-stage renal disease vs. no ESRD in type 2 diabetes (T2D)	End-stage renal disease vs. no ESRD in type 2 diabetes (T2D)	stratified	1	true		2	EFO:0001444	measurement	EFO	skos:broadMatch	0.7	manual_curation	broad EFO parent assignment by display_group
KPN.TRAIT:0001227	portal	RENAL	renal	IgAN	IgA nephropathy (IgAN)	IgA nephropathy (IgAN)	phenotype	1	false		7	MESH:D005922	Glomerulonephritis, IGA	MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
KPN.TRAIT:0001227	portal	RENAL	renal	IgAN	IgA nephropathy (IgAN)	IgA nephropathy (IgAN)	phenotype	1	false		7	EFO:0004194	IGA glomerulonephritis	EFO	skos:exactMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
KPN.TRAIT:0001227	portal	RENAL	renal	IgAN	IgA nephropathy (IgAN)	IgA nephropathy (IgAN)	phenotype	1	false		7	DOID:2986	IgA glomerulonephritis	DOID	skos:exactMatch	0.8	cross_reference	xref via EFO:0004194
KPN.TRAIT:0001227	portal	RENAL	renal	IgAN	IgA nephropathy (IgAN)	IgA nephropathy (IgAN)	phenotype	1	false		7	MONDO:0005342	IgA glomerulonephritis	MONDO	skos:exactMatch	0.8	cross_reference	xref via EFO:0004194
KPN.TRAIT:0001227	portal	RENAL	renal	IgAN	IgA nephropathy (IgAN)	IgA nephropathy (IgAN)	phenotype	1	false		7	OMIM:161950		OMIM	skos:exactMatch	0.8	cross_reference	xref via EFO:0004194
KPN.TRAIT:0001227	portal	RENAL	renal	IgAN	IgA nephropathy (IgAN)	IgA nephropathy (IgAN)	phenotype	1	false		7	OMIM:616818		OMIM	skos:exactMatch	0.8	cross_reference	xref via EFO:0004194
KPN.TRAIT:0001227	portal	RENAL	renal	IgAN	IgA nephropathy (IgAN)	IgA nephropathy (IgAN)	phenotype	1	false		7	ORPHANET:34145	Immunoglobulin A nephropathy	ORPHANET	skos:exactMatch	0.8	cross_reference	xref via EFO:0004194
KPN.TRAIT:0001228	portal	RENAL	renal	KExcretion	Urinary potassium excretion	Urinary potassium excretion	phenotype	0	false		2	MESH:D011188	Potassium	MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
KPN.TRAIT:0001228	portal	RENAL	renal	KExcretion	Urinary potassium excretion	Urinary potassium excretion	phenotype	0	false		2	EFO:0010952	obsolete_urinary potassium measurement	EFO	skos:broadMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
KPN.TRAIT:0001229	portal	RENAL	renal	KSD	Kidney stone disease	Kidney stone disease	disease	1	false		7	MESH:D007669	Kidney Calculi	MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
KPN.TRAIT:0001229	portal	RENAL	renal	KSD	Kidney stone disease	Kidney stone disease	disease	1	false		7	MESH:D053040	Nephrolithiasis	MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
KPN.TRAIT:0001229	portal	RENAL	renal	KSD	Kidney stone disease	Kidney stone disease	disease	1	false		7	EFO:0004253	nephrolithiasis	EFO	skos:exactMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
KPN.TRAIT:0001229	portal	RENAL	renal	KSD	Kidney stone disease	Kidney stone disease	disease	1	false		7	DOID:585	nephrolithiasis	DOID	skos:relatedMatch	0.5	cross_reference	xref via EFO:0004253
KPN.TRAIT:0001229	portal	RENAL	renal	KSD	Kidney stone disease	Kidney stone disease	disease	1	false		7	MONDO:0008171	nephrolithiasis	MONDO	skos:relatedMatch	0.5	cross_reference	xref via EFO:0004253
KPN.TRAIT:0001229	portal	RENAL	renal	KSD	Kidney stone disease	Kidney stone disease	disease	1	false		7	OMIM:167030		OMIM	skos:exactMatch	0.8	cross_reference	xref via EFO:0004253
KPN.TRAIT:0001229	portal	RENAL	renal	KSD	Kidney stone disease	Kidney stone disease	disease	1	false		7	OMIM:605990		OMIM	skos:exactMatch	0.8	cross_reference	xref via EFO:0004253
KPN.TRAIT:0001230	portal	RENAL	renal	Kidney_volume	Kidney volume	Kidney volume	phenotype	0	false		1	EFO:0600044	obsolete_kidney volume	EFO	skos:exactMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
KPN.TRAIT:0001231	portal	RENAL	renal	MA	Microalbuminuria	Microalbuminuria	phenotype	1	false		3	MESH:D000419	Albuminuria	MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
KPN.TRAIT:0001231	portal	RENAL	renal	MA	Microalbuminuria	Microalbuminuria	phenotype	1	false		3	EFO:0004285	albuminuria	EFO	skos:broadMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
KPN.TRAIT:0001231	portal	RENAL	renal	MA	Microalbuminuria	Microalbuminuria	phenotype	1	false		3	HP:0012592	Albuminuria	HP	skos:relatedMatch	0.5	cross_reference	xref via EFO:0004285
KPN.TRAIT:0001232	portal	RENAL	renal	MA_DM	Microalbuminuria in diabetes	Microalbuminuria in diabetes	phenotype	1	true		3	MESH:D000419	Albuminuria	MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
KPN.TRAIT:0001232	portal	RENAL	renal	MA_DM	Microalbuminuria in diabetes	Microalbuminuria in diabetes	phenotype	1	true		3	MESH:D003920	Diabetes Mellitus	MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
KPN.TRAIT:0001232	portal	RENAL	renal	MA_DM	Microalbuminuria in diabetes	Microalbuminuria in diabetes	phenotype	1	true		3	EFO:0001444	measurement	EFO	skos:broadMatch	0.7	manual_curation	broad EFO parent assignment by display_group
KPN.TRAIT:0001233	portal	RENAL	renal	MA_T1D	Microalbuminuria in type 1 diabetes	Microalbuminuria in type 1 diabetes	phenotype	1	true		3	MESH:D000419	Albuminuria	MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
KPN.TRAIT:0001233	portal	RENAL	renal	MA_T1D	Microalbuminuria in type 1 diabetes	Microalbuminuria in type 1 diabetes	phenotype	1	true		3	MESH:D003922	Diabetes Mellitus, Type 1	MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
KPN.TRAIT:0001233	portal	RENAL	renal	MA_T1D	Microalbuminuria in type 1 diabetes	Microalbuminuria in type 1 diabetes	phenotype	1	true		3	EFO:0001444	measurement	EFO	skos:broadMatch	0.7	manual_curation	broad EFO parent assignment by display_group
KPN.TRAIT:0001234	portal	RENAL	renal	MA_T2D	Microalbuminuria in type 2 diabetes	Microalbuminuria in type 2 diabetes	phenotype	1	true		3	MESH:D000419	Albuminuria	MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
KPN.TRAIT:0001234	portal	RENAL	renal	MA_T2D	Microalbuminuria in type 2 diabetes	Microalbuminuria in type 2 diabetes	phenotype	1	true		3	MESH:D003924	Diabetes Mellitus, Type 2	MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
KPN.TRAIT:0001234	portal	RENAL	renal	MA_T2D	Microalbuminuria in type 2 diabetes	Microalbuminuria in type 2 diabetes	phenotype	1	true		3	EFO:0001444	measurement	EFO	skos:broadMatch	0.7	manual_curation	broad EFO parent assignment by display_group
KPN.TRAIT:0001235	portal	RENAL	renal	MAadjHbA1cBMI	Microalbuminuria adj HbA1c-BMI	Microalbuminuria adj HbA1c-BMI	adjusted	1	false		3	EFO:0004285	albuminuria	EFO	skos:broadMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
KPN.TRAIT:0001235	portal	RENAL	renal	MAadjHbA1cBMI	Microalbuminuria adj HbA1c-BMI	Microalbuminuria adj HbA1c-BMI	adjusted	1	false		3	HP:0012592	Albuminuria	HP	skos:relatedMatch	0.5	cross_reference	xref via EFO:0004285
KPN.TRAIT:0001235	portal	RENAL	renal	MAadjHbA1cBMI	Microalbuminuria adj HbA1c-BMI	Microalbuminuria adj HbA1c-BMI	adjusted	1	false		3	MESH:D000419	Albuminuria	MESH	skos:relatedMatch	0.5	cross_reference	xref via EFO:0004285
KPN.TRAIT:0001236	portal	RENAL	renal	MAadjHbA1cBMI_T1D	Microalbuminuria adj HbA1c-BMI in type 1 diabetes	Microalbuminuria adj HbA1c-BMI in type 1 diabetes	adjusted	1	true		3	MESH:D000419	Albuminuria	MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
KPN.TRAIT:0001236	portal	RENAL	renal	MAadjHbA1cBMI_T1D	Microalbuminuria adj HbA1c-BMI in type 1 diabetes	Microalbuminuria adj HbA1c-BMI in type 1 diabetes	adjusted	1	true		3	MESH:D003922	Diabetes Mellitus, Type 1	MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
KPN.TRAIT:0001236	portal	RENAL	renal	MAadjHbA1cBMI_T1D	Microalbuminuria adj HbA1c-BMI in type 1 diabetes	Microalbuminuria adj HbA1c-BMI in type 1 diabetes	adjusted	1	true		3	EFO:0001444	measurement	EFO	skos:broadMatch	0.7	manual_curation	broad EFO parent assignment by display_group
KPN.TRAIT:0001237	portal	RENAL	renal	MN	Membranous nephropathy	Membranous nephropathy	phenotype	1	false		4	MESH:D015433	Glomerulonephritis, Membranous	MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
KPN.TRAIT:0001237	portal	RENAL	renal	MN	Membranous nephropathy	Membranous nephropathy	phenotype	1	false		4	EFO:0004254	membranous glomerulonephritis	EFO	skos:exactMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
KPN.TRAIT:0001237	portal	RENAL	renal	MN	Membranous nephropathy	Membranous nephropathy	phenotype	1	false		4	DOID:10976	membranous glomerulonephritis	DOID	skos:exactMatch	0.8	cross_reference	xref via EFO:0004254
KPN.TRAIT:0001237	portal	RENAL	renal	MN	Membranous nephropathy	Membranous nephropathy	phenotype	1	false		4	MONDO:0005376	membranous glomerulonephritis	MONDO	skos:exactMatch	0.8	cross_reference	xref via EFO:0004254
KPN.TRAIT:0001238	portal	RENAL	renal	Macroalbuminuria_DM	Macroalbuminuria in diabetes	Macroalbuminuria in diabetes	phenotype	1	true		3	MESH:D000419	Albuminuria	MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
KPN.TRAIT:0001238	portal	RENAL	renal	Macroalbuminuria_DM	Macroalbuminuria in diabetes	Macroalbuminuria in diabetes	phenotype	1	true		3	MESH:D003920	Diabetes Mellitus	MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
KPN.TRAIT:0001238	portal	RENAL	renal	Macroalbuminuria_DM	Macroalbuminuria in diabetes	Macroalbuminuria in diabetes	phenotype	1	true		3	EFO:0001444	measurement	EFO	skos:broadMatch	0.7	manual_curation	broad EFO parent assignment by display_group
KPN.TRAIT:0001239	portal	RENAL	renal	MacrovControl	Macroalbuminuria vs. controls	Macroalbuminuria vs. controls	phenotype	1	false		3	MESH:D000419	Albuminuria	MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
KPN.TRAIT:0001239	portal	RENAL	renal	MacrovControl	Macroalbuminuria vs. controls	Macroalbuminuria vs. controls	phenotype	1	false		3	EFO:0004285	albuminuria	EFO	skos:broadMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
KPN.TRAIT:0001239	portal	RENAL	renal	MacrovControl	Macroalbuminuria vs. controls	Macroalbuminuria vs. controls	phenotype	1	false		3	HP:0012592	Albuminuria	HP	skos:relatedMatch	0.5	cross_reference	xref via EFO:0004285
KPN.TRAIT:0001240	portal	RENAL	renal	MacrovControl_T1D	Macroalbuminuria vs. controls in type 1 diabetes	Macroalbuminuria vs. controls in type 1 diabetes	stratified	1	true		3	MESH:D000419	Albuminuria	MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
KPN.TRAIT:0001240	portal	RENAL	renal	MacrovControl_T1D	Macroalbuminuria vs. controls in type 1 diabetes	Macroalbuminuria vs. controls in type 1 diabetes	stratified	1	true		3	MESH:D003922	Diabetes Mellitus, Type 1	MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
KPN.TRAIT:0001240	portal	RENAL	renal	MacrovControl_T1D	Macroalbuminuria vs. controls in type 1 diabetes	Macroalbuminuria vs. controls in type 1 diabetes	stratified	1	true		3	EFO:0001444	measurement	EFO	skos:broadMatch	0.7	manual_curation	broad EFO parent assignment by display_group
KPN.TRAIT:0001241	portal	RENAL	renal	MacrovControladjHbA1cBMI	Macroalbuminuria vs. controls adj HbA1c-BMI	Macroalbuminuria vs. controls adj HbA1c-BMI	adjusted	1	false		3	EFO:0004285	albuminuria	EFO	skos:broadMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
KPN.TRAIT:0001241	portal	RENAL	renal	MacrovControladjHbA1cBMI	Macroalbuminuria vs. controls adj HbA1c-BMI	Macroalbuminuria vs. controls adj HbA1c-BMI	adjusted	1	false		3	HP:0012592	Albuminuria	HP	skos:relatedMatch	0.5	cross_reference	xref via EFO:0004285
KPN.TRAIT:0001241	portal	RENAL	renal	MacrovControladjHbA1cBMI	Macroalbuminuria vs. controls adj HbA1c-BMI	Macroalbuminuria vs. controls adj HbA1c-BMI	adjusted	1	false		3	MESH:D000419	Albuminuria	MESH	skos:relatedMatch	0.5	cross_reference	xref via EFO:0004285
KPN.TRAIT:0001242	portal	RENAL	renal	MacrovControladjHbA1cBMI_T1D	Macroalbuminuria vs. controls adj HbA1c-BMI in type 1 diabetes	Macroalbuminuria vs. controls adj HbA1c-BMI in type 1 diabetes	adjusted	1	true		3	MESH:D000419	Albuminuria	MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
KPN.TRAIT:0001242	portal	RENAL	renal	MacrovControladjHbA1cBMI_T1D	Macroalbuminuria vs. controls adj HbA1c-BMI in type 1 diabetes	Macroalbuminuria vs. controls adj HbA1c-BMI in type 1 diabetes	adjusted	1	true		3	MESH:D003922	Diabetes Mellitus, Type 1	MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
KPN.TRAIT:0001242	portal	RENAL	renal	MacrovControladjHbA1cBMI_T1D	Macroalbuminuria vs. controls adj HbA1c-BMI in type 1 diabetes	Macroalbuminuria vs. controls adj HbA1c-BMI in type 1 diabetes	adjusted	1	true		3	EFO:0001444	measurement	EFO	skos:broadMatch	0.7	manual_curation	broad EFO parent assignment by display_group
KPN.TRAIT:0001243	portal	RENAL	renal	NaExcretion	Urinary sodium excretion	Urinary sodium excretion	phenotype	0	false		1	EFO:0009282	sodium measurement	EFO	skos:broadMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
KPN.TRAIT:0001244	portal	RENAL	renal	PUV	Posterior urethral valves	Posterior urethral valves	phenotype	1	false		4	MONDO:0019640	posterior urethral valve	MONDO	skos:exactMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
KPN.TRAIT:0001244	portal	RENAL	renal	PUV	Posterior urethral valves	Posterior urethral valves	phenotype	1	false		4	ORPHANET:93110	Posterior urethral valve	ORPHANET	skos:exactMatch	0.8	cross_reference	xref via MONDO:0019640
KPN.TRAIT:0001244	portal	RENAL	renal	PUV	Posterior urethral valves	Posterior urethral valves	phenotype	1	false		4	EFO:0001444	measurement	EFO	skos:broadMatch	0.7	manual_curation	broad EFO parent assignment by display_group
KPN.TRAIT:0001244	portal	RENAL	renal	PUV	Posterior urethral valves	Posterior urethral valves	phenotype	1	false		4	ICD10CM:Q64.2	Congenital posterior urethral valves	ICD10CM	oboInOwl:hasDbXref	0.8	cross_reference	MONDO SSSOM via MONDO:0019640
KPN.TRAIT:0001245	portal	RENAL	renal	SevereDKD	Severe diabetic kidney disease	Severe diabetic kidney disease	disease	1	false		6	MESH:D003928	Diabetic Nephropathies	MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
KPN.TRAIT:0001245	portal	RENAL	renal	SevereDKD	Severe diabetic kidney disease	Severe diabetic kidney disease	disease	1	false		6	EFO:0000401	diabetic nephropathy	EFO	skos:exactMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
KPN.TRAIT:0001245	portal	RENAL	renal	SevereDKD	Severe diabetic kidney disease	Severe diabetic kidney disease	disease	1	false		6	MONDO:0005016	diabetic kidney disease	MONDO	skos:exactMatch	0.8	cross_reference	xref via EFO:0000401
KPN.TRAIT:0001245	portal	RENAL	renal	SevereDKD	Severe diabetic kidney disease	Severe diabetic kidney disease	disease	1	false		6	OMIM:612624		OMIM	skos:exactMatch	0.8	cross_reference	xref via EFO:0000401
KPN.TRAIT:0001245	portal	RENAL	renal	SevereDKD	Severe diabetic kidney disease	Severe diabetic kidney disease	disease	1	false		6	OMIM:612628		OMIM	skos:exactMatch	0.8	cross_reference	xref via EFO:0000401
KPN.TRAIT:0001245	portal	RENAL	renal	SevereDKD	Severe diabetic kidney disease	Severe diabetic kidney disease	disease	1	false		6	OMIM:612634		OMIM	skos:exactMatch	0.8	cross_reference	xref via EFO:0000401
KPN.TRAIT:0001246	portal	RENAL	renal	UA	Uric acid	Uric acid	phenotype	0	false		3	EFO:0004761	uric acid measurement	EFO	skos:exactMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
KPN.TRAIT:0001246	portal	RENAL	renal	UA	Uric acid	Uric acid	phenotype	0	false		3	MESH:D014527	Uric Acid	MESH	skos:exactMatch	0.85	lexical_match	OLS API search
KPN.TRAIT:0001246	portal	RENAL	renal	UA	Uric acid	Uric acid	phenotype	0	false		3	CHEBI:27226	uric acid	CHEBI	skos:exactMatch	0.85	lexical_match	OLS API search
KPN.TRAIT:0001247	portal	RENAL	renal	UACR	Urinary albumin-to-creatinine ratio (UACR)	Urinary albumin-to-creatinine ratio (UACR)	phenotype	0	false		1	EFO:0007778	urinary albumin to creatinine ratio	EFO	skos:exactMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
KPN.TRAIT:0001248	portal	RENAL	renal	UACR_DM	Urinary albumin-to-creatinine ratio (UACR) in subjects with diabetes	Urinary albumin-to-creatinine ratio (UACR) in subjects with diabetes	phenotype	0	true		2	MESH:D003920	Diabetes Mellitus	MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
KPN.TRAIT:0001248	portal	RENAL	renal	UACR_DM	Urinary albumin-to-creatinine ratio (UACR) in subjects with diabetes	Urinary albumin-to-creatinine ratio (UACR) in subjects with diabetes	phenotype	0	true		2	EFO:0007778,EFO_0000400		EFO	skos:broadMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
KPN.TRAIT:0001249	portal	RENAL	renal	UACR_nonDM	Urinary albumin-to-creatinine ratio (UACR) in subjects without diabetes	Urinary albumin-to-creatinine ratio (UACR) in subjects without diabetes	phenotype	0	true		1	EFO:0007778	urinary albumin to creatinine ratio	EFO	skos:exactMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
KPN.TRAIT:0001250	portal	RENAL	renal	UMOD_antibody	Circulating uromodulin, antibody-based measurement	Circulating uromodulin, antibody-based measurement	phenotype	0	false		1	EFO:0021778	uromodulin measurement	EFO	skos:broadMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
KPN.TRAIT:0001251	portal	RENAL	renal	UMOD_aptamer	Circulating uromodulin, aptamer-based measurement	Circulating uromodulin, aptamer-based measurement	phenotype	0	false		1	EFO:0021778	uromodulin measurement	EFO	skos:broadMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
KPN.TRAIT:0001252	portal	RENAL	renal	UPCR	Urinary potassium-to-creatinine ratio	Urinary potassium-to-creatinine ratio	phenotype	0	false		1	EFO:0009882	urinary potassium to creatinine ratio	EFO	skos:exactMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
KPN.TRAIT:0001253	portal	RENAL	renal	USCR	Urinary sodium-to-creatinine ratio	Urinary sodium-to-creatinine ratio	phenotype	0	false		1	EFO:0009883	urinary sodium to creatinine ratio	EFO	skos:exactMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
KPN.TRAIT:0001254	portal	RENAL	renal	USPR	Urinary sodium-to-potassium ratio	Urinary sodium-to-potassium ratio	phenotype	0	false		1	EFO:0009884	urinary sodium to potassium ratio	EFO	skos:exactMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
KPN.TRAIT:0001255	portal	RENAL	renal	Urate	Serum urate	Serum urate	phenotype	0	false		1	EFO:0004531	urate measurement	EFO	skos:broadMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
KPN.TRAIT:0001256	portal	RENAL	renal	allDKD	All diabetic kidney disease (DKD)	All diabetic kidney disease (DKD)	disease	1	false		6	MESH:D003928	Diabetic Nephropathies	MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
KPN.TRAIT:0001256	portal	RENAL	renal	allDKD	All diabetic kidney disease (DKD)	All diabetic kidney disease (DKD)	disease	1	false		6	EFO:0000401	diabetic nephropathy	EFO	skos:exactMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
KPN.TRAIT:0001256	portal	RENAL	renal	allDKD	All diabetic kidney disease (DKD)	All diabetic kidney disease (DKD)	disease	1	false		6	MONDO:0005016	diabetic kidney disease	MONDO	skos:exactMatch	0.8	cross_reference	xref via EFO:0000401
KPN.TRAIT:0001256	portal	RENAL	renal	allDKD	All diabetic kidney disease (DKD)	All diabetic kidney disease (DKD)	disease	1	false		6	OMIM:612624		OMIM	skos:exactMatch	0.8	cross_reference	xref via EFO:0000401
KPN.TRAIT:0001256	portal	RENAL	renal	allDKD	All diabetic kidney disease (DKD)	All diabetic kidney disease (DKD)	disease	1	false		6	OMIM:612628		OMIM	skos:exactMatch	0.8	cross_reference	xref via EFO:0000401
KPN.TRAIT:0001256	portal	RENAL	renal	allDKD	All diabetic kidney disease (DKD)	All diabetic kidney disease (DKD)	disease	1	false		6	OMIM:612634		OMIM	skos:exactMatch	0.8	cross_reference	xref via EFO:0000401
KPN.TRAIT:0001257	portal	RENAL	renal	allDKD_T1D	All diabetic kidney disease (DKD) in type 1 diabetes	All diabetic kidney disease (DKD) in type 1 diabetes	disease	1	true		3	MESH:D003922	Diabetes Mellitus, Type 1	MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
KPN.TRAIT:0001257	portal	RENAL	renal	allDKD_T1D	All diabetic kidney disease (DKD) in type 1 diabetes	All diabetic kidney disease (DKD) in type 1 diabetes	disease	1	true		3	MESH:D003928	Diabetic Nephropathies	MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
KPN.TRAIT:0001257	portal	RENAL	renal	allDKD_T1D	All diabetic kidney disease (DKD) in type 1 diabetes	All diabetic kidney disease (DKD) in type 1 diabetes	disease	1	true		3	EFO:0001444	measurement	EFO	skos:broadMatch	0.7	manual_curation	broad EFO parent assignment by display_group
KPN.TRAIT:0001258	portal	RENAL	renal	allDKD_T2D	 All diabetic kidney disease (DKD) in type 2 diabetes	All diabetic kidney disease (DKD) in type 2 diabetes	disease	1	true		3	MESH:D003924	Diabetes Mellitus, Type 2	MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
KPN.TRAIT:0001258	portal	RENAL	renal	allDKD_T2D	 All diabetic kidney disease (DKD) in type 2 diabetes	All diabetic kidney disease (DKD) in type 2 diabetes	disease	1	true		3	MESH:D003928	Diabetic Nephropathies	MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
